ProductID,ProductName,Category,Price,Stock
238,Smile,Sports,12.76,16
239,Treatment,Electronics,172.77,493
240,Audience,Books,624.4,202
241,Surface,Sports,954.77,50
242,Human,Electronics,46.98,215
243,Mind,Clothing,354.91,312
244,Either,Food,859.76,300
245,Spring,Electronics,422.91,256
246,Goal,Sports,53.75,248
247,Until,Books,616.08,450
248,Low,Sports,291.39,148
249,Total,Food,542.3,171
250,Approach,Home,61.59,99
251,Those,Sports,699.33,69
252,Station,Clothing,153.11,96
253,Lay,Toys,210.94,38
254,Personal,Books,628.91,118
255,Single,Home,36.12,303
256,Finally,Home,832.44,296
257,Live,Food,357.78,309
258,Mrs,Clothing,406.87,252
259,Old,Sports,57.69,29
260,Air,Electronics,17.53,251
261,Public,Books,164.87,31
262,Then,Toys,375.73,86
263,Hit,Clothing,470.76,450
264,Around,Toys,928.69,372
265,Firm,Electronics,989.71,279
266,Hot,Sports,12.19,201
267,Bill,Clothing,168.18,298
268,Really,Home,962.59,188
269,Note,Home,461.41,398
270,Middle,Toys,271.7,231
271,Information,Clothing,679.83,422
272,Water,Toys,272.01,202
273,Teach,Books,813.31,452
274,Professional,Books,268.8,437
275,Season,Food,398.49,49
276,Idea,Clothing,769.23,491
277,Third,Home,882.67,63
278,Policy,Toys,252.81,107
279,Part,Books,745.82,441
280,Why,Toys,127.84,19
281,Lose,Electronics,779.4,163
282,Small,Toys,942.03,451
283,Here,Sports,579.93,69
284,Writer,Books,390.88,160
285,Set,Electronics,138.75,87
286,Either,Home,299.89,39
287,Forget,Clothing,974.25,440
288,Research,Toys,403.82,279
289,Design,Toys,849.94,211
290,Ago,Clothing,987.96,290
291,Last,Sports,484.29,494
292,Dream,Food,472.54,12
293,Again,Sports,559.7,118
294,Read,Toys,242.62,391
295,Beyond,Sports,846.03,468
296,Would,Home,150.51,394
297,Maybe,Home,850.22,35
298,Chair,Clothing,661.6,497
299,Around,Food,965.06,336
300,Course,Toys,176.73,92
301,Store,Home,300.31,438
302,Bill,Clothing,383.73,282
303,Civil,Books,711.85,124
304,Close,Toys,234.74,331
305,Common,Food,639.22,426
306,Score,Food,714.14,480
307,Subject,Home,278.16,204
308,Garden,Toys,367.73,141
309,Left,Electronics,406.8,230
310,Notice,Food,63.33,306
311,Keep,Home,335.62,244
312,Item,Clothing,507.67,138
313,Discover,Books,180.49,314
314,Consider,Food,333.49,113
315,North,Books,693.93,68
316,Bank,Food,287.97,120
317,Idea,Toys,525.19,252
318,Avoid,Sports,93.17,260
319,Other,Toys,972.56,35
320,Lay,Electronics,256.59,364
321,This,Electronics,472.5,49
322,Product,Home,702.81,48
323,Only,Toys,734.26,264
324,Amount,Sports,299.71,41
325,Close,Food,804.49,83
326,Economic,Food,273.89,489
327,School,Toys,873.5,230
328,Onto,Sports,498.1,215
329,Decision,Books,114.82,160
330,Property,Clothing,293.03,392
331,Soldier,Clothing,511.45,12
332,Thousand,Sports,819.28,384
333,Especially,Home,453.16,221
334,Animal,Toys,479.92,20
335,Media,Sports,341.69,52
336,Must,Toys,567.76,488
337,Very,Home,813.78,450
338,So,Clothing,151.97,339
339,Director,Home,747.32,309
340,Send,Books,576.8,466
341,Owner,Clothing,390.01,246
342,Return,Home,571.31,165
343,Half,Books,612.21,306
344,May,Clothing,779.6,78
345,Child,Toys,777.16,326
346,Majority,Toys,446.23,346
347,Goal,Toys,690.47,144
348,Operation,Electronics,491.92,463
349,Eat,Sports,267.03,375
350,Third,Sports,323.38,450
351,Mean,Electronics,811.69,317
352,Trouble,Food,127.46,431
353,Perform,Sports,868.62,33
354,Adult,Food,351.45,453
355,Impact,Home,116.39,352
356,Religious,Books,559.23,218
357,Box,Sports,925.23,259
358,Under,Sports,493.34,415
359,Member,Sports,145.97,346
360,Figure,Electronics,163.0,439
361,Stock,Books,166.29,191
362,Moment,Food,294.56,83
363,Away,Home,69.18,61
364,Else,Sports,122.32,427
365,Others,Electronics,583.5,176
366,Scene,Clothing,170.78,311
367,Price,Food,314.63,361
368,Say,Toys,951.0,379
369,Suggest,Clothing,954.36,254
370,Different,Sports,204.63,200
371,Human,Books,312.3,408
372,Everything,Home,115.53,185
373,Reach,Electronics,161.08,191
374,Have,Books,725.74,356
375,Wonder,Books,539.25,237
376,Rather,Home,758.95,108
377,Make,Food,64.09,90
378,Wall,Home,677.53,329
379,Father,Electronics,642.69,458
380,Interest,Toys,154.78,291
381,Discuss,Electronics,151.96,392
382,Water,Clothing,856.17,497
383,Fall,Clothing,345.69,394
384,Red,Food,827.02,68
385,Nor,Clothing,744.93,262
386,Community,Food,345.32,157
387,International,Clothing,968.52,341
388,Their,Toys,372.0,398
389,Thing,Electronics,91.02,426
390,Hot,Food,155.75,95
391,Financial,Toys,727.17,84
392,Election,Clothing,771.05,474
393,Recent,Electronics,261.6,249
394,Building,Food,947.18,278
395,Something,Clothing,316.78,154
396,Car,Toys,880.77,269
397,Low,Sports,713.96,44
398,Imagine,Home,130.88,139
399,Energy,Home,45.65,7
400,Wish,Toys,42.04,257
401,Age,Food,120.78,480
402,Glass,Clothing,358.62,386
403,Attorney,Sports,715.48,117
404,Far,Sports,778.42,496
405,Section,Home,520.97,488
406,Treatment,Electronics,619.82,161
407,Street,Clothing,670.17,317
408,Bit,Food,225.09,246
409,Face,Toys,239.69,277
410,Food,Food,212.17,191
411,Same,Sports,880.92,174
412,About,Clothing,885.47,5
413,Pass,Electronics,933.51,265
414,Above,Toys,712.62,406
415,Get,Toys,456.95,337
416,Nor,Food,473.7,369
417,Skill,Clothing,562.93,445
418,Growth,Clothing,786.11,213
419,Moment,Books,45.71,382
420,While,Food,902.97,351
421,Another,Food,589.99,446
422,Rich,Clothing,730.52,210
423,Eat,Clothing,236.15,41
424,Research,Home,375.5,20
425,Participant,Electronics,882.88,318
426,Serious,Electronics,813.02,208
427,Edge,Toys,524.32,290
428,Hope,Home,132.54,136
429,Watch,Food,608.68,97
430,Artist,Clothing,499.67,204
431,Letter,Toys,622.38,11
432,Enough,Home,777.24,280
433,World,Home,607.29,164
434,Week,Clothing,230.69,203
435,Process,Electronics,363.4,186
436,Travel,Home,215.4,176
437,Everything,Food,667.2,471
438,Him,Clothing,919.92,497
439,Easy,Electronics,642.63,117
440,Fund,Toys,969.64,414
441,Outside,Food,729.98,137
442,Support,Toys,733.9,158
443,Treat,Home,173.86,207
444,Performance,Food,819.0,207
445,Memory,Books,483.01,418
446,Increase,Books,872.69,446
447,Result,Toys,148.36,409
448,Including,Food,718.59,311
449,All,Toys,754.57,14
450,Situation,Electronics,404.79,298
451,Party,Clothing,185.32,185
452,Serve,Books,921.94,279
453,Price,Sports,414.71,116
454,International,Sports,114.75,306
455,Vote,Food,832.22,14
456,Pressure,Home,927.42,314
457,Course,Clothing,30.98,252
458,Kid,Food,424.94,325
459,Already,Food,917.0,66
460,Everyone,Sports,676.86,240
461,Either,Electronics,254.9,401
462,Republican,Sports,826.65,43
463,Third,Books,856.89,138
464,Mission,Home,109.33,250
465,Message,Electronics,636.73,331
466,Spend,Home,776.97,160
467,Send,Home,199.97,382
468,Start,Clothing,948.62,103
469,Left,Clothing,599.62,312
470,Serve,Toys,786.03,210
471,Focus,Home,843.44,352
472,Someone,Books,649.16,186
473,Rock,Sports,296.51,169
474,Story,Books,237.08,323
475,Table,Toys,944.02,454
476,Probably,Clothing,386.94,198
477,From,Books,595.82,201
478,Four,Books,27.6,110
479,Fish,Books,722.43,338
480,Down,Electronics,508.77,230
481,Idea,Toys,386.39,262
482,Party,Clothing,151.82,465
483,Conference,Food,10.51,316
484,Discussion,Home,653.54,213
485,Move,Books,850.42,399
486,Light,Toys,538.32,175
487,End,Toys,5.82,252
488,Attack,Books,978.31,491
489,Able,Food,225.7,364
490,Loss,Clothing,881.93,350
491,Idea,Food,831.16,192
492,Site,Food,847.46,246
493,Which,Electronics,889.09,293
494,Responsibility,Food,138.63,290
495,Teacher,Books,458.5,390
496,Natural,Clothing,666.02,301
497,Ability,Food,164.65,96
498,Opportunity,Home,449.91,14
499,Main,Toys,720.72,242
500,Near,Food,884.85,83
501,Travel,Food,968.18,473
502,Firm,Books,267.53,446
503,Person,Food,274.93,327
504,Nature,Home,467.68,230
505,Quite,Sports,358.42,498
506,Material,Books,270.17,316
507,Happy,Food,636.35,370
508,Even,Electronics,139.39,17
509,Your,Electronics,918.45,126
510,Which,Electronics,510.22,259
511,Consumer,Home,716.74,386
512,Plan,Sports,107.88,253
513,House,Clothing,486.74,455
514,Themselves,Sports,652.26,56
515,Relate,Food,390.87,50
516,From,Home,909.48,383
517,Artist,Books,196.83,420
518,Computer,Home,246.46,399
519,Speech,Clothing,972.46,229
520,Occur,Home,140.8,49
521,Indicate,Food,733.93,385
522,Think,Sports,90.47,499
523,For,Toys,106.08,342
524,Agency,Food,36.63,470
525,Administration,Sports,72.22,342
526,Democratic,Food,771.4,346
527,Parent,Sports,245.63,396
528,Determine,Home,24.37,465
529,Reality,Toys,202.59,150
530,Customer,Electronics,973.52,175
531,Assume,Books,164.32,210
532,Building,Toys,203.46,279
533,Better,Food,598.55,287
534,Myself,Toys,668.38,474
535,Live,Books,227.14,47
536,Over,Books,762.9,28
537,Let,Home,515.44,27
538,Describe,Sports,451.75,400
539,Fish,Toys,661.56,299
540,Certain,Books,83.94,179
541,Million,Sports,53.9,328
542,Quite,Home,463.29,111
543,Way,Clothing,577.54,490
544,Yeah,Books,895.88,69
545,Cold,Electronics,961.89,64
546,Fill,Toys,855.5,220
547,Experience,Sports,977.02,469
548,Increase,Clothing,640.65,436
549,Him,Food,567.88,345
550,Large,Sports,758.0,103
551,Standard,Books,980.37,217
552,Whether,Home,293.64,94
553,Thing,Toys,806.99,448
554,Trip,Sports,475.78,351
555,Oil,Books,573.72,323
556,Scene,Food,135.04,146
557,Experience,Toys,846.83,389
558,Right,Electronics,981.43,444
559,Statement,Toys,914.23,270
560,Firm,Clothing,570.92,22
561,Appear,Books,171.62,428
562,Democratic,Electronics,700.81,469
563,Common,Books,60.4,332
564,Value,Books,738.38,339
565,Arm,Clothing,956.62,407
566,Time,Home,143.85,68
567,Two,Clothing,669.56,29
568,Experience,Books,681.38,217
569,Should,Books,82.78,479
570,Down,Sports,908.8,221
571,Sea,Books,681.71,171
572,Through,Books,174.91,60
573,According,Home,380.04,416
574,Effort,Home,726.8,199
575,White,Home,233.56,21
576,Attack,Toys,90.07,271
577,Enjoy,Toys,174.31,233
578,By,Home,411.54,272
579,Yes,Toys,932.17,303
580,Shoulder,Sports,98.21,134
581,Far,Sports,785.32,371
582,Lead,Home,31.94,22
583,Doctor,Books,106.35,105
584,Would,Clothing,80.17,327
585,Green,Books,904.05,202
586,Piece,Home,462.12,408
587,Every,Food,608.89,184
588,Project,Books,996.34,330
589,Couple,Home,718.02,299
590,Certain,Food,951.67,441
591,Identify,Food,833.83,253
592,Sure,Clothing,573.12,257
593,Work,Electronics,791.43,78
594,Claim,Home,315.38,177
595,Black,Toys,149.16,312
596,Structure,Toys,665.24,402
597,Whether,Sports,209.18,389
598,Line,Food,46.8,7
599,Only,Books,728.5,340
600,Half,Home,393.96,26
601,Same,Food,887.22,135
602,Risk,Food,808.6,14
603,Drop,Toys,327.64,111
604,Pass,Food,67.87,52
605,Class,Sports,394.22,388
606,Raise,Food,550.16,254
607,Eight,Sports,89.24,49
608,Agreement,Food,728.94,213
609,Pattern,Sports,418.75,239
610,Window,Sports,338.27,397
611,Continue,Clothing,843.21,280
612,How,Books,629.22,317
613,Attention,Home,271.49,9
614,Store,Books,554.3,130
615,Produce,Books,247.98,245
616,Conference,Toys,82.02,261
617,Coach,Toys,551.47,271
618,Hour,Food,462.38,454
619,Thus,Toys,54.65,472
620,Toward,Food,551.31,10
621,Remain,Food,148.37,256
622,Population,Electronics,79.92,106
623,Argue,Home,52.42,89
624,Only,Food,569.68,494
625,Talk,Sports,411.81,404
626,Parent,Clothing,562.74,286
627,Form,Clothing,22.12,31
628,Ahead,Food,179.81,74
629,Perhaps,Food,945.78,447
630,Remember,Clothing,20.49,312
631,Bill,Books,240.02,289
632,Land,Clothing,569.53,63
633,Individual,Electronics,176.77,296
634,Wonder,Home,672.53,98
635,His,Clothing,283.98,447
636,Green,Food,903.3,40
637,Day,Home,555.99,214
638,Several,Books,124.04,389
639,Detail,Toys,435.63,218
640,Big,Toys,250.18,130
641,Past,Electronics,813.34,116
642,There,Home,635.76,331
643,Either,Electronics,892.08,11
644,By,Sports,449.61,438
645,Poor,Clothing,649.86,314
646,Whose,Toys,137.55,64
647,Citizen,Electronics,494.2,239
648,Respond,Food,536.9,376
649,For,Food,769.33,440
650,Value,Books,707.17,273
651,White,Food,358.68,379
652,Serve,Home,571.51,135
653,Through,Books,571.36,223
654,South,Clothing,481.28,393
655,Community,Food,269.68,39
656,Rather,Food,10.05,498
657,Lot,Food,220.68,416
658,True,Toys,945.61,474
659,Art,Toys,290.38,478
660,Central,Toys,546.72,458
661,Parent,Home,346.1,112
662,Door,Home,535.68,246
663,Amount,Food,413.08,441
664,Kind,Electronics,767.12,352
665,No,Home,473.28,386
666,Hand,Electronics,918.28,150
667,Short,Toys,795.14,124
668,Age,Toys,36.6,264
669,Society,Clothing,813.84,458
670,Affect,Home,870.39,356
671,Exist,Electronics,456.05,415
672,While,Food,553.36,70
673,Off,Books,940.9,286
674,Analysis,Clothing,193.14,180
675,Week,Toys,641.21,353
676,Nice,Sports,620.14,35
677,Official,Electronics,883.04,426
678,Today,Home,189.17,196
679,Human,Home,126.46,257
680,Street,Electronics,810.42,144
681,Speech,Clothing,960.06,17
682,Both,Books,847.12,373
683,Health,Clothing,816.98,62
684,And,Home,977.34,39
685,Attorney,Home,410.55,193
686,High,Toys,994.93,150
687,Peace,Toys,212.82,188
688,Society,Sports,866.17,182
689,Action,Food,547.42,214
690,Sport,Sports,111.95,98
691,Subject,Toys,646.15,142
692,Dark,Toys,104.33,182
693,Heavy,Sports,438.6,92
694,Information,Books,662.57,274
695,Administration,Books,984.13,193
696,Peace,Electronics,869.24,367
697,Pick,Food,455.07,90
698,Stage,Clothing,139.79,386
699,Law,Toys,6.37,35
700,Third,Toys,176.27,331
701,Enjoy,Sports,28.65,163
702,Charge,Books,794.19,264
703,On,Clothing,638.0,55
704,By,Sports,243.53,179
705,Buy,Food,767.64,347
706,Training,Food,47.91,46
707,War,Food,141.39,249
708,Age,Books,459.35,407
709,Significant,Sports,573.45,292
710,Image,Sports,855.8,452
711,Yeah,Books,73.66,273
712,Major,Clothing,818.71,79
713,Why,Home,328.07,242
714,Anyone,Home,615.82,364
715,Election,Food,546.47,163
716,Lawyer,Electronics,320.11,142
717,Possible,Sports,935.51,387
718,Program,Electronics,755.44,266
719,Ten,Clothing,510.53,479
720,Book,Electronics,383.78,110
721,Expect,Electronics,229.17,212
722,Certain,Electronics,771.32,489
723,Moment,Books,769.63,35
724,Partner,Sports,314.28,240
725,Ago,Sports,191.29,123
726,Particularly,Toys,106.75,286
727,Market,Home,761.15,417
728,Mean,Toys,964.74,175
729,Popular,Toys,752.14,185
730,Second,Home,824.56,397
731,Power,Books,809.78,447
732,Man,Food,313.58,413
733,Example,Clothing,955.85,199
734,Can,Clothing,363.86,62
735,Raise,Books,821.6,95
736,Detail,Food,456.88,415
737,War,Toys,635.42,345
738,Trouble,Books,879.23,304
739,Whose,Food,723.41,12
740,Nation,Electronics,547.67,84
741,Drug,Sports,845.2,123
742,Show,Toys,642.72,152
743,Everything,Food,367.5,44
744,Exactly,Toys,840.84,303
745,Lawyer,Food,381.76,38
746,Them,Food,445.45,236
747,Black,Toys,873.14,252
748,Fire,Books,404.02,475
749,Space,Clothing,660.31,484
750,Whole,Clothing,23.07,205
751,Official,Books,638.1,403
752,Someone,Toys,577.27,197
753,Inside,Home,855.82,113
754,College,Clothing,549.03,349
755,Nothing,Home,469.69,464
756,Education,Toys,345.51,88
757,Night,Sports,983.18,290
758,Over,Electronics,659.84,72
759,Read,Food,371.99,432
760,Respond,Electronics,806.55,87
761,Herself,Books,388.19,401
762,Sort,Home,888.06,64
763,Hour,Clothing,525.66,368
764,Heart,Toys,872.41,353
765,Sometimes,Sports,593.08,281
766,Class,Sports,144.29,167
767,Him,Electronics,628.25,452
768,Rule,Electronics,947.83,342
769,Discover,Clothing,882.13,478
770,Place,Home,871.32,415
771,Cause,Sports,456.84,471
772,Remain,Home,276.55,8
773,Artist,Sports,812.85,381
774,Accept,Toys,685.01,319
775,Surface,Home,76.93,455
776,Need,Books,580.57,159
777,Choice,Home,10.89,454
778,Too,Books,450.96,419
779,Good,Books,644.74,97
780,While,Electronics,720.77,329
781,Recognize,Food,344.4,129
782,Which,Electronics,340.67,349
783,Rest,Clothing,554.26,215
784,Across,Clothing,337.04,439
785,Run,Books,801.14,207
786,By,Toys,992.64,494
787,Right,Toys,827.95,227
788,Rather,Sports,140.86,100
789,Ever,Books,60.94,56
790,Whole,Clothing,130.1,198
791,Again,Sports,927.28,218
792,Will,Toys,821.53,475
793,Concern,Electronics,759.3,156
794,Draw,Toys,87.18,314
795,Day,Clothing,136.13,405
796,Than,Clothing,991.02,238
797,Phone,Toys,175.24,18
798,Interest,Clothing,441.34,355
799,Simple,Books,795.74,489
800,Property,Food,497.16,97
801,Chair,Food,97.17,140
802,Imagine,Toys,928.34,173
803,Available,Sports,368.75,454
804,Management,Clothing,119.55,102
805,Surface,Toys,811.52,400
806,But,Electronics,148.09,146
807,Whatever,Food,290.98,245
808,Adult,Clothing,44.87,92
809,Second,Books,911.15,327
810,Bar,Electronics,290.4,40
811,Important,Toys,403.19,377
812,Another,Electronics,777.13,224
813,Lead,Electronics,725.57,412
814,Audience,Clothing,946.69,333
815,Lot,Electronics,410.94,83
816,Ahead,Home,647.51,73
817,Federal,Home,857.5,227
818,Meet,Clothing,269.81,8
819,Institution,Sports,862.42,92
820,Sport,Sports,281.56,101
821,Action,Electronics,671.07,427
822,Above,Home,141.0,90
823,Customer,Clothing,612.14,382
824,Put,Clothing,255.74,249
825,Notice,Books,672.88,463
826,Remember,Electronics,182.41,428
827,Later,Home,188.07,112
828,Control,Home,842.54,216
829,Car,Electronics,147.05,69
830,Director,Electronics,388.89,128
831,Find,Toys,287.34,5
832,Black,Toys,780.31,120
833,Out,Clothing,187.46,311
834,Street,Sports,10.02,267
835,Remember,Home,150.04,296
836,Leader,Toys,153.72,332
837,Remember,Books,115.38,198
838,Research,Books,458.01,126
839,Prove,Sports,838.89,137
840,Easy,Electronics,466.89,13
841,Amount,Toys,364.3,63
842,Safe,Books,78.01,321
843,Morning,Food,280.2,150
844,Quickly,Food,604.73,108
845,Water,Toys,965.01,55
846,Media,Home,588.17,162
847,Section,Sports,308.23,472
848,Team,Home,245.0,473
849,Seven,Electronics,475.18,410
850,Expert,Books,83.31,35
851,Able,Sports,606.56,372
852,Available,Toys,662.38,67
853,It,Sports,890.99,266
854,Like,Clothing,36.48,373
855,Create,Clothing,692.73,210
856,Until,Books,615.23,474
857,Little,Home,636.1,467
858,Record,Toys,320.19,128
859,Along,Clothing,127.7,246
860,Mouth,Clothing,419.84,33
861,Direction,Food,940.34,376
862,Try,Electronics,769.98,491
863,Improve,Food,133.62,340
864,Already,Food,981.35,202
865,Challenge,Books,561.86,253
866,Hotel,Clothing,530.0,265
867,Number,Sports,64.58,387
868,Hit,Sports,730.87,55
869,Song,Home,513.75,324
870,Either,Food,950.86,201
871,Imagine,Toys,802.67,34
872,Data,Books,217.43,27
873,Determine,Home,516.0,88
874,Stop,Books,886.16,213
875,Rock,Toys,113.51,9
876,Feeling,Books,885.13,439
877,There,Food,738.65,339
878,Everyone,Clothing,225.91,483
879,Throw,Food,890.44,366
880,Hit,Food,75.73,52
881,Finally,Books,742.82,278
882,Leg,Electronics,284.82,441
883,Popular,Sports,390.79,465
884,At,Toys,718.39,122
885,Laugh,Sports,677.18,17
886,Avoid,Clothing,448.79,499
887,Draw,Books,57.25,271
888,Theory,Food,477.44,92
889,Speech,Home,959.5,241
890,Parent,Home,875.19,7
891,Shake,Toys,417.84,132
892,Someone,Home,331.36,331
893,Bank,Clothing,362.92,51
894,Both,Books,771.88,12
895,Require,Books,483.17,255
896,Author,Books,910.75,305
897,Size,Electronics,632.68,356
898,Family,Books,784.36,244
899,Single,Clothing,627.88,441
900,Our,Clothing,374.38,119
901,Line,Electronics,706.95,200
902,Since,Food,643.45,100
903,Cost,Food,998.7,380
904,Soldier,Clothing,914.76,231
905,Sometimes,Books,795.83,409
