OrderID,ProductID,Quantity,TotalPrice
264,1532,2,532.98
264,816,4,2590.04
264,1721,8,4857.84
264,191,6,1563.24
265,1138,4,1651.08
265,1082,1,421.83
265,1688,8,4706.64
265,270,6,1630.2
265,1082,6,2530.98
266,880,4,302.92
266,1696,9,6825.69
266,356,9,5033.07
266,438,4,3679.68
267,1333,9,7634.25
267,724,1,314.28
267,1544,1,417.43
267,1370,5,3687.65
268,1586,8,4816.24
268,828,2,1685.08
269,1060,4,307.04
269,957,9,4737.33
269,778,6,2705.76
270,1488,5,4158.3
271,461,1,254.9
272,862,10,7699.8
272,455,1,832.22
272,983,2,379.02
272,1137,5,3526.0
272,120,9,6609.15
273,1475,7,5542.53
274,1330,6,4959.9
274,288,9,3634.38
274,655,7,1887.76
275,273,8,6506.48
276,1827,9,3267.45
276,352,10,1274.6
276,709,6,3440.7
276,443,10,1738.6
277,1408,10,8457.4
277,115,8,7036.32
277,1583,6,3128.16
277,464,9,983.97
277,1438,5,3273.85
278,1320,5,4676.3
278,1594,7,4125.59
278,971,6,5575.2
279,1263,10,6032.8
279,1553,4,382.32
279,1106,2,1933.32
279,6,7,131.11
279,1680,7,4305.56
280,1013,2,1507.02
280,1260,2,1672.6
280,880,10,757.3
280,827,3,564.21
280,1326,8,5213.76
281,1376,9,6311.43
281,291,4,1937.16
282,1447,3,2355.0
282,665,10,4732.8
283,1793,10,522.7
283,1167,1,324.27
284,915,8,6133.6
284,1494,10,8536.9
284,1386,7,1821.47
284,920,5,1162.05
285,1000,9,2631.42
285,1341,9,432.72
285,1318,7,1748.32
285,809,2,1822.3
285,1129,2,1656.06
286,1873,4,3191.72
286,483,1,10.51
286,856,4,2460.92
286,1936,5,4255.9
286,346,1,446.23
287,189,2,330.84
287,1185,9,1873.62
287,1165,7,4500.37
287,1553,2,191.16
287,1705,10,7189.3
288,1948,3,129.63
288,1473,10,8556.3
288,714,8,4926.56
289,1602,7,2077.81
290,1456,1,367.75
290,64,6,5563.74
290,1654,4,3610.48
290,179,5,26.25
290,1495,8,1611.68
291,1539,3,2226.54
292,809,1,911.15
292,158,5,4119.5
293,337,2,1627.56
293,1530,3,2857.47
293,68,5,1251.4
294,1090,4,1640.0
294,154,4,3835.0
294,826,1,182.41
294,1108,9,537.84
294,1599,4,2016.76
295,11,7,4538.38
296,714,4,2463.28
296,400,9,378.36
297,1269,3,2837.67
297,222,10,2495.4
297,366,2,341.56
298,1967,10,2728.6
298,1012,2,1969.4
298,792,9,7393.77
298,182,9,6003.0
299,13,6,4985.76
300,1285,4,3319.16
300,1666,4,2610.12
300,1359,6,1899.3
300,1351,6,3947.76
300,443,9,1564.74
301,70,6,2053.44
301,64,7,6491.03
301,1077,5,2703.5
301,1984,8,3181.12
302,317,4,2100.76
302,1850,7,3061.1
302,687,9,1915.38
303,925,9,7534.62
303,1877,2,1571.7
303,750,10,230.7
304,1901,2,1749.3
304,651,6,2152.08
305,1152,7,5374.74
305,994,3,2415.96
305,1873,6,4787.58
306,727,5,3805.75
306,826,5,912.05
307,702,3,2382.57
307,518,2,492.92
307,1055,1,476.94
307,1332,6,1938.3
307,1981,10,2515.6
308,567,8,5356.48
308,622,6,479.52
308,1049,1,557.93
308,406,10,6198.2
308,1598,6,3013.14
309,1160,8,1895.2
309,1931,3,2663.46
310,1272,9,7688.52
310,1175,6,2672.7
311,843,3,840.6
311,450,10,4047.9
311,546,10,8555.0
312,687,10,2128.2
312,146,2,739.72
312,698,6,838.74
313,705,9,6908.76
314,963,8,2869.28
314,593,5,3957.15
314,502,6,1605.18
314,746,9,4009.05
315,22,3,30.87
315,830,4,1555.56
315,1701,1,614.48
315,283,4,2319.72
316,1056,1,725.43
317,375,1,539.25
317,1164,3,2951.97
317,1190,3,1123.17
317,379,5,3213.45
318,1786,1,838.27
318,302,2,767.46
318,1428,9,130.59
319,1262,7,6987.4
320,759,1,371.99
321,233,6,3978.42
321,582,2,63.88
321,1926,5,3569.7
321,304,9,2112.66
321,288,2,807.64
322,1365,1,544.53
322,859,3,383.1
322,654,7,3368.96
322,1228,9,5636.79
323,197,5,2530.25
323,745,3,1145.28
323,403,1,715.48
323,953,9,8173.89
323,1068,8,6513.76
324,1564,1,306.17
324,591,4,3335.32
325,980,6,696.6
325,905,9,7162.47
325,1943,6,2023.98
326,1248,10,6038.7
326,1512,4,3970.72
326,351,7,5681.83
327,1921,6,3802.14
327,311,8,2684.96
327,304,3,704.22
328,1117,3,1355.07
328,222,6,1497.24
329,313,9,1624.41
330,1160,7,1658.3
330,1463,3,2381.37
330,1075,8,769.2
330,384,6,4962.12
330,1039,5,483.4
331,192,10,1517.6
331,204,4,675.96
331,1374,3,125.61
332,256,9,7491.96
332,1779,6,5541.84
332,1803,7,4168.08
332,388,4,1488.0
333,1728,8,2872.96
334,564,2,1476.76
334,926,4,3514.2
334,1651,3,1619.13
334,1495,2,402.92
335,1302,3,432.78
335,1741,2,1030.68
335,545,9,8657.01
335,681,4,3840.24
335,285,7,971.25
336,157,6,2431.32
336,519,4,3889.84
336,1867,2,1028.7
336,1987,8,4815.12
337,1442,3,2336.25
338,701,7,200.55
338,391,6,4363.02
338,1838,6,5654.16
339,942,5,3205.85
340,905,8,6366.64
341,944,5,4052.25
341,423,7,1653.05
342,27,1,849.48
342,1487,10,3622.7
342,1885,1,737.82
343,127,7,6530.02
343,206,7,5118.12
343,1124,10,7927.9
344,1313,8,376.48
344,1006,10,2291.1
344,1961,4,404.52
344,184,6,1339.74
345,1149,4,3886.76
346,399,5,228.25
346,1911,5,681.5
346,1523,6,1983.06
346,970,4,3862.84
346,1115,9,898.65
347,1177,1,37.41
348,645,3,1949.58
348,1399,10,8398.5
348,1757,4,3263.84
349,1845,2,1562.84
349,890,6,5251.14
349,855,7,4849.11
349,547,7,6839.14
349,1920,8,281.36
350,1535,5,4244.25
351,1502,6,5810.58
351,849,2,950.36
351,112,8,320.96
352,1336,7,6001.38
353,1364,9,4367.61
354,1405,6,4315.02
354,597,6,1255.08
355,379,9,5784.21
355,45,8,2618.48
356,1253,1,777.32
356,6,1,18.73
356,289,8,6799.52
356,693,5,2193.0
357,78,1,905.31
357,1858,9,3778.02
357,664,1,767.12
358,1523,9,2974.59
358,1763,7,5545.19
358,220,4,1971.28
359,1528,5,4869.9
359,772,10,2765.5
359,1710,5,1568.1
359,1106,5,4833.3
360,212,4,2456.04
360,533,9,5386.95
360,968,8,4267.92
360,562,8,5606.48
361,1995,3,1936.2
361,296,9,1354.59
361,1783,4,1200.68
361,1800,1,476.52
361,474,6,1422.48
362,140,1,763.07
362,878,1,225.91
362,674,3,579.42
363,1165,7,4500.37
363,1270,6,1737.66
364,597,1,209.18
365,1860,9,5008.23
365,170,2,22.38
365,1726,5,4483.75
365,18,3,259.23
365,1866,2,566.02
366,1030,6,1371.24
366,797,3,525.72
366,1509,9,7366.77
366,1330,10,8266.5
367,746,10,4454.5
367,406,10,6198.2
367,447,3,445.08
368,1218,8,6164.8
368,820,8,2252.48
368,1430,6,5478.18
368,832,8,6242.48
368,929,5,2527.7
369,1879,6,4595.46
369,1396,6,97.8
369,1922,1,5.19
370,1544,10,4174.3
370,226,8,4388.08
370,288,6,2422.92
370,1852,2,294.98
371,372,10,1155.3
371,472,6,3894.96
372,1868,5,692.2
372,1007,3,1763.82
372,126,10,9660.0
372,1187,3,2914.02
373,977,3,475.83
373,64,1,927.29
374,99,2,1596.44
374,709,9,5161.05
374,1673,2,940.6
375,844,1,604.73
375,1545,5,4716.65
376,618,2,924.76
376,914,2,1985.36
377,1853,9,5099.76
377,311,7,2349.34
378,240,10,6244.0
378,710,5,4279.0
378,1065,3,1236.66
378,104,2,506.34
379,720,1,383.78
379,695,5,4920.65
379,248,4,1165.56
379,1081,8,1436.96
379,69,3,573.27
380,344,2,1559.2
380,1557,2,1871.96
381,602,8,6468.8
381,1536,10,8206.9
381,476,9,3482.46
381,1570,8,4600.96
381,1637,9,8918.82
382,906,2,1705.14
382,1841,2,1566.62
382,456,5,4637.1
382,306,2,1428.28
383,376,5,3794.75
384,1462,5,3086.25
384,619,6,327.9
385,918,2,1056.14
386,316,5,1439.85
386,1430,6,5478.18
386,10,1,470.08
387,472,8,5193.28
387,1878,7,3682.42
387,341,3,1170.03
387,1915,8,2084.8
387,619,6,327.9
388,1174,10,4236.2
388,1046,4,949.4
388,1329,2,1545.32
389,22,10,102.9
389,319,8,7780.48
389,1141,8,904.16
389,127,8,7462.88
389,1542,8,5152.4
390,198,1,27.37
390,443,4,695.44
390,809,6,5466.9
391,157,7,2836.54
391,1934,5,2872.0
391,407,5,3350.85
392,1301,3,508.17
392,1942,3,423.78
393,1569,8,2848.32
394,1285,1,829.79
394,121,7,6499.01
395,166,8,5315.12
396,981,2,651.26
396,612,7,4404.54
397,46,10,1238.8
397,949,4,446.92
397,427,5,2621.6
397,1606,6,4844.1
397,419,5,228.55
398,895,7,3382.19
398,1539,2,1484.36
398,1240,4,3129.56
399,110,6,2478.06
399,1290,7,4901.05
399,534,10,6683.8
399,1289,4,2568.96
400,853,2,1781.98
400,265,5,4948.55
400,1732,5,1752.4
400,30,10,8247.0
400,399,8,365.2
401,1642,9,2091.06
401,327,2,1747.0
401,176,8,4794.32
401,1279,4,3982.28
401,1623,8,3339.76
402,1420,5,850.75
402,71,6,994.14
403,381,7,1063.72
404,901,7,4948.65
404,407,10,6701.7
405,978,8,1588.32
405,1722,2,1918.5
405,400,7,294.28
406,1734,8,2454.0
406,1586,8,4816.24
406,332,10,8192.8
406,1413,9,1234.98
407,186,8,5699.12
407,144,2,1886.16
407,1944,3,2286.39
407,793,1,759.3
407,1314,4,966.76
408,767,10,6282.5
408,294,4,970.48
409,1425,1,539.06
409,1825,10,7674.4
409,1826,2,1306.88
410,418,4,3144.44
410,1962,2,872.02
410,1880,4,2899.96
410,1864,3,2531.52
411,758,4,2639.36
412,145,9,8235.45
413,1690,6,1638.12
413,1972,1,894.27
413,543,10,5775.4
414,492,1,847.46
414,1652,8,4175.44
414,1006,2,458.22
414,541,6,323.4
414,19,8,2321.76
415,1822,2,1775.42
415,1477,7,884.38
415,36,3,2896.05
415,1667,2,167.14
415,1833,7,4915.33
416,112,5,200.6
416,625,4,1647.24
416,799,5,3978.7
416,1403,4,3097.68
417,1674,5,3143.95
417,676,4,2480.56
417,1830,4,3927.12
417,384,4,3308.08
418,1016,3,1100.01
418,1200,10,5647.5
418,739,6,4340.46
418,1376,7,4908.89
419,1845,10,7814.2
420,1908,7,6062.42
420,1970,10,6617.9
420,735,10,8216.0
420,1669,2,1351.64
420,1921,2,1267.38
421,1362,8,583.52
