OrderID,CustomerID,OrderDate,Status
163,4353,2025-08-22,Shipped
164,185,2023-10-16,Pending
165,2026,2023-09-20,Pending
166,235,2025-02-03,Shipped
167,3194,2024-02-23,Pending
168,4111,2024-12-20,Shipped
169,2562,2024-11-30,Delivered
170,3691,2025-02-26,Shipped
171,3747,2025-02-26,Shipped
172,971,2025-02-13,Delivered
173,331,2024-05-29,Pending
174,2793,2023-10-06,Delivered
175,1749,2024-12-19,Pending
176,4915,2023-09-25,Delivered
177,1912,2024-04-30,Pending
178,1497,2024-04-04,Delivered
179,2649,2025-01-14,Cancelled
180,4034,2023-10-02,Cancelled
181,1684,2024-05-10,Shipped
182,2024,2023-09-13,Pending
183,711,2025-03-06,Delivered
184,3730,2024-05-25,Cancelled
185,4034,2024-11-06,Pending
186,1771,2025-09-10,Shipped
187,3625,2024-10-30,Pending
188,2700,2025-07-02,Pending
189,4909,2024-05-14,Shipped
190,3968,2025-08-11,Shipped
191,156,2024-02-24,Delivered
192,814,2025-01-31,Delivered
193,2693,2023-09-22,Shipped
194,2365,2024-07-29,Shipped
195,2709,2024-01-20,Shipped
196,1266,2025-02-25,Cancelled
197,4343,2024-05-01,Cancelled
198,395,2025-01-19,Shipped
199,4253,2025-07-15,Shipped
200,3893,2025-03-25,Pending
201,4116,2025-03-06,Cancelled
202,3674,2024-09-12,Shipped
203,689,2025-07-19,Delivered
204,517,2025-09-01,Pending
205,2744,2025-03-14,Pending
206,2636,2024-02-29,Pending
207,160,2024-11-15,Shipped
208,563,2024-06-12,Delivered
209,1950,2024-05-27,Pending
210,1654,2024-10-24,Pending
211,2590,2025-04-16,Pending
212,4598,2023-09-17,Cancelled
213,4851,2024-02-24,Shipped
214,1286,2024-07-09,Shipped
215,721,2023-12-30,Cancelled
216,4723,2024-06-21,Cancelled
217,1228,2025-08-05,Delivered
218,4788,2024-11-08,Shipped
219,4768,2023-11-15,Pending
220,2456,2025-06-30,Pending
221,1071,2024-01-29,Delivered
222,4054,2023-12-11,Pending
223,2505,2025-03-17,Cancelled
224,3407,2024-09-24,Pending
225,4075,2024-03-01,Pending
226,1456,2023-10-16,Shipped
227,3378,2025-03-06,Shipped
228,4848,2025-08-12,Cancelled
229,344,2025-06-28,Cancelled
230,3626,2024-02-06,Shipped
231,808,2024-03-26,Delivered
232,599,2025-07-03,Shipped
233,4504,2025-01-23,Shipped
234,4782,2024-06-22,Shipped
235,2557,2024-12-08,Delivered
236,2145,2023-09-27,Shipped
237,691,2023-11-24,Delivered
238,4973,2025-03-08,Cancelled
239,3435,2024-11-19,Cancelled
240,1487,2024-01-05,Cancelled
241,4195,2024-01-19,Cancelled
242,139,2025-05-15,Delivered
243,3320,2024-11-23,Shipped
244,274,2023-12-06,Pending
245,935,2024-06-19,Shipped
246,2309,2025-01-10,Shipped
247,1225,2024-04-07,Pending
248,3851,2025-06-04,Pending
249,1005,2023-09-19,Shipped
250,3768,2025-06-05,Cancelled
251,257,2024-11-18,Cancelled
252,2114,2025-03-15,Pending
253,4337,2024-10-03,Pending
254,2213,2023-11-21,Shipped
255,1964,2024-09-25,Cancelled
256,1319,2025-02-05,Cancelled
257,1325,2025-05-19,Cancelled
258,4855,2024-12-25,Cancelled
259,3100,2025-04-20,Shipped
260,2547,2024-12-20,Shipped
261,3120,2024-04-04,Delivered
262,2649,2024-05-07,Cancelled
263,156,2024-01-13,Shipped
264,2700,2023-11-30,Pending
265,2355,2025-06-10,Shipped
266,381,2023-12-18,Cancelled
267,4437,2024-05-08,Pending
268,3140,2025-08-07,Pending
269,1295,2025-06-21,Shipped
270,4969,2025-01-10,Delivered
271,651,2024-08-23,Cancelled
272,1370,2024-06-06,Pending
273,3462,2023-11-25,Cancelled
274,2355,2023-10-27,Delivered
275,1392,2023-10-22,Shipped
276,1591,2024-01-15,Delivered
277,4556,2023-10-19,Shipped
278,1556,2024-03-17,Cancelled
279,1195,2024-11-07,Delivered
280,83,2023-12-29,Cancelled
281,3341,2023-12-04,Delivered
282,3268,2024-05-08,Shipped
283,4391,2025-02-13,Pending
284,4483,2025-08-24,Pending
285,4720,2023-09-27,Delivered
286,3631,2024-04-26,Delivered
287,4569,2024-05-22,Pending
288,4680,2023-11-02,Delivered
289,887,2024-11-23,Delivered
290,2472,2024-12-20,Cancelled
291,1190,2025-09-03,Cancelled
292,1488,2024-07-12,Cancelled
293,1741,2024-06-22,Cancelled
294,1013,2024-01-01,Pending
295,4337,2024-07-18,Delivered
296,1774,2024-04-05,Shipped
297,1293,2024-07-24,Cancelled
298,3184,2025-06-08,Cancelled
299,2472,2023-09-16,Delivered
300,3582,2024-12-17,Pending
301,4148,2023-09-23,Shipped
302,1591,2025-03-21,Shipped
303,48,2024-09-08,Pending
304,3700,2023-11-30,Shipped
305,548,2024-08-09,Pending
306,4419,2024-02-17,Pending
307,3789,2024-09-27,Pending
308,4738,2024-09-15,Delivered
309,3539,2025-07-12,Cancelled
310,2146,2024-10-09,Delivered
311,2380,2025-01-25,Shipped
312,2192,2023-12-09,Shipped
313,53,2023-10-17,Shipped
314,123,2025-04-24,Delivered
315,3399,2025-09-05,Delivered
316,110,2025-05-29,Pending
317,1700,2024-07-09,Cancelled
318,768,2025-01-20,Pending
319,1151,2025-04-16,Delivered
320,2131,2023-12-06,Delivered
321,1342,2024-11-21,Pending
322,3859,2025-04-06,Pending
323,3703,2024-03-02,Shipped
324,774,2024-12-22,Cancelled
325,2660,2024-07-07,Cancelled
326,1856,2023-12-29,Shipped
327,2812,2024-12-11,Pending
328,4414,2025-08-31,Delivered
329,3007,2024-08-08,Pending
330,2139,2024-06-23,Cancelled
331,4335,2024-01-03,Pending
332,1482,2024-02-13,Shipped
333,61,2024-07-14,Cancelled
334,1407,2023-11-29,Shipped
335,3810,2024-05-05,Pending
336,2907,2023-10-08,Delivered
337,3830,2024-07-01,Cancelled
338,1909,2025-07-13,Cancelled
339,4515,2024-12-21,Pending
340,4886,2025-03-08,Delivered
341,4307,2024-04-09,Cancelled
342,3461,2024-12-25,Shipped
343,3804,2025-08-24,Pending
344,949,2025-08-30,Cancelled
345,1144,2023-12-04,Pending
346,677,2025-07-12,Cancelled
347,132,2025-01-29,Shipped
348,88,2024-02-26,Cancelled
349,518,2024-08-05,Pending
350,778,2025-07-31,Delivered
351,2595,2025-05-29,Shipped
352,412,2024-09-18,Delivered
353,2162,2024-07-09,Cancelled
354,3460,2023-12-29,Pending
355,4153,2024-10-18,Delivered
356,2338,2024-02-26,Delivered
357,466,2025-04-19,Cancelled
358,3933,2024-08-13,Cancelled
359,1333,2024-08-25,Shipped
360,3165,2024-04-09,Pending
361,1329,2025-07-19,Cancelled
362,4935,2025-05-31,Delivered
363,3460,2024-06-01,Pending
364,2723,2024-11-16,Delivered
365,51,2023-12-07,Cancelled
366,4999,2024-01-07,Shipped
367,3680,2024-10-11,Pending
368,3970,2024-01-13,Cancelled
369,121,2024-03-21,Cancelled
370,3523,2025-03-15,Cancelled
371,4452,2025-02-13,Delivered
372,218,2023-12-24,Cancelled
373,4353,2023-11-16,Cancelled
374,2484,2025-07-09,Shipped
375,1454,2023-10-02,Pending
376,4212,2023-11-12,Cancelled
377,3718,2023-09-29,Cancelled
378,209,2024-07-06,Pending
379,2721,2023-12-08,Cancelled
380,2198,2025-03-27,Shipped
381,3014,2023-12-08,Pending
382,4215,2024-02-16,Pending
383,2130,2025-03-04,Cancelled
384,3705,2025-02-27,Cancelled
385,4916,2024-10-11,Delivered
386,667,2025-05-12,Delivered
387,3335,2025-08-16,Cancelled
388,4654,2023-12-07,Shipped
389,1043,2025-01-02,Shipped
390,3882,2025-06-29,Delivered
391,159,2023-09-29,Shipped
392,4829,2025-08-10,Shipped
393,1399,2024-08-11,Delivered
394,4072,2025-02-09,Pending
395,3348,2025-02-02,Shipped
396,3771,2024-08-22,Shipped
397,1397,2025-02-24,Shipped
398,2327,2023-12-28,Delivered
399,883,2025-01-26,Delivered
400,3664,2024-08-20,Pending
401,1882,2024-05-15,Shipped
402,3522,2024-07-25,Pending
403,1221,2024-12-29,Cancelled
404,2516,2024-06-04,Delivered
405,86,2025-02-20,Cancelled
406,533,2024-01-27,Delivered
407,543,2024-06-30,Shipped
408,2166,2024-01-02,Cancelled
409,4364,2025-05-11,Delivered
410,3003,2024-12-11,Cancelled
411,2825,2024-09-28,Pending
412,2681,2025-04-08,Shipped
413,3470,2025-01-18,Cancelled
414,94,2025-05-31,Pending
415,1644,2024-02-24,Pending
416,2149,2024-11-27,Pending
417,81,2025-04-03,Cancelled
418,1810,2024-01-21,Delivered
419,2064,2024-02-08,Shipped
420,1427,2023-11-29,Shipped
421,3827,2024-05-01,Cancelled
422,2539,2023-10-21,Pending
423,2179,2023-12-21,Cancelled
424,4522,2025-02-01,Delivered
425,4608,2025-09-01,Cancelled
426,1351,2024-07-02,Shipped
427,1892,2024-07-25,Delivered
428,4793,2025-05-28,Cancelled
429,2240,2024-11-24,Shipped
430,3675,2024-03-22,Delivered
431,3238,2024-06-04,Shipped
432,4885,2025-06-30,Delivered
433,814,2025-08-11,Delivered
434,2336,2024-08-15,Cancelled
435,424,2024-07-21,Shipped
436,3789,2025-09-03,Pending
437,1267,2025-06-21,Pending
438,2247,2025-08-05,Cancelled
439,2529,2024-12-03,Delivered
440,143,2025-06-14,Shipped
441,202,2024-06-05,Cancelled
442,1985,2025-03-05,Pending
443,2076,2025-09-04,Shipped
444,1102,2024-10-09,Cancelled
445,429,2024-04-28,Shipped
446,4523,2025-05-29,Delivered
447,4155,2025-02-23,Shipped
448,1833,2025-08-17,Pending
449,1619,2025-07-06,Cancelled
450,2833,2024-09-27,Pending
451,3310,2025-06-20,Pending
452,1302,2024-03-14,Cancelled
453,68,2024-05-24,Cancelled
454,448,2025-01-12,Pending
455,3794,2024-01-12,Delivered
456,2456,2024-12-29,Pending
457,2835,2024-09-01,Cancelled
458,4241,2025-04-20,Delivered
459,2759,2024-09-03,Cancelled
460,1950,2025-04-28,Shipped
461,4833,2025-03-16,Pending
462,3202,2023-11-02,Delivered
463,4626,2024-01-02,Pending
464,4989,2024-05-24,Cancelled
465,868,2025-05-26,Shipped
466,4096,2024-02-20,Shipped
467,1722,2024-12-17,Cancelled
468,1794,2023-12-10,Pending
469,522,2024-01-15,Shipped
470,603,2024-10-02,Cancelled
471,2234,2024-05-01,Shipped
472,387,2025-08-30,Delivered
473,1095,2024-08-14,Cancelled
474,2272,2024-01-09,Shipped
475,3488,2024-12-22,Cancelled
476,4319,2024-03-21,Pending
477,3197,2023-11-15,Delivered
478,2095,2025-08-17,Cancelled
479,2607,2023-12-17,Delivered
480,199,2025-04-09,Cancelled
481,2443,2025-06-03,Pending
482,4645,2023-12-25,Delivered
483,3317,2025-01-28,Pending
484,2517,2024-04-17,Shipped
485,892,2025-04-03,Shipped
486,2354,2024-09-10,Shipped
487,4563,2024-11-09,Shipped
488,23,2025-02-10,Pending
489,4730,2024-01-24,Delivered
490,1430,2025-08-19,Cancelled
491,798,2024-05-28,Delivered
492,3961,2025-09-01,Shipped
493,4655,2025-09-07,Shipped
494,4806,2024-04-04,Shipped
495,2319,2025-08-07,Shipped
496,3817,2024-12-15,Pending
497,1322,2023-09-16,Pending
498,4722,2024-04-13,Cancelled
499,418,2024-08-13,Delivered
500,3773,2025-07-11,Delivered
501,1912,2024-04-24,Shipped
502,1655,2025-05-23,Delivered
503,1614,2023-12-22,Pending
504,2971,2025-02-18,Pending
505,2166,2023-09-28,Shipped
506,3987,2025-01-09,Delivered
507,1409,2025-04-30,Cancelled
508,1665,2023-12-17,Shipped
509,787,2024-03-28,Shipped
510,4385,2024-07-13,Delivered
511,931,2024-09-20,Delivered
512,2772,2025-03-12,Pending
513,1851,2024-11-23,Cancelled
514,1510,2025-06-05,Cancelled
515,47,2024-07-09,Cancelled
516,1310,2024-06-19,Cancelled
517,2186,2025-08-29,Pending
518,4719,2024-06-08,Shipped
519,3166,2023-11-25,Shipped
520,1382,2024-05-05,Cancelled
521,3124,2024-11-20,Shipped
522,3787,2025-04-05,Cancelled
523,4430,2023-12-12,Delivered
524,2911,2024-02-13,Delivered
525,152,2025-05-11,Cancelled
526,4288,2025-04-03,Delivered
527,2588,2025-06-15,Shipped
528,2559,2024-05-03,Pending
529,4006,2023-09-29,Shipped
530,2675,2024-01-01,Pending
531,763,2025-03-23,Delivered
532,1715,2025-08-19,Shipped
533,1420,2024-07-26,Cancelled
534,312,2024-12-31,Delivered
535,536,2023-09-30,Pending
536,3178,2025-02-01,Pending
537,147,2025-08-21,Delivered
538,2207,2024-07-22,Shipped
539,2953,2024-10-20,Pending
540,2192,2025-04-29,Delivered
541,4459,2024-12-05,Delivered
542,2634,2024-08-02,Shipped
543,4547,2025-03-07,Cancelled
544,2337,2025-05-26,Delivered
545,4939,2024-04-15,Shipped
546,4360,2024-10-19,Delivered
547,1972,2023-12-27,Delivered
548,3029,2025-04-08,Delivered
549,1519,2025-05-17,Cancelled
550,3025,2025-03-26,Cancelled
551,2334,2024-06-11,Cancelled
552,4725,2024-09-26,Delivered
553,3791,2024-08-21,Cancelled
554,2448,2025-06-27,Delivered
555,2736,2024-04-09,Pending
556,656,2023-09-17,Cancelled
557,2313,2023-09-18,Pending
558,33,2024-01-26,Pending
559,4766,2024-04-29,Delivered
560,3874,2024-01-17,Delivered
561,2722,2023-12-02,Cancelled
562,3372,2025-06-14,Pending
563,3274,2025-05-24,Shipped
564,140,2024-10-15,Pending
565,4560,2024-02-01,Delivered
566,120,2025-02-05,Cancelled
567,3594,2025-07-11,Delivered
568,2989,2024-08-09,Delivered
569,1459,2023-09-18,Pending
570,2325,2023-11-26,Pending
571,3745,2023-12-31,Cancelled
572,3574,2024-11-24,Cancelled
573,136,2024-12-25,Shipped
574,2149,2025-04-17,Cancelled
575,1883,2025-01-04,Cancelled
576,683,2024-10-23,Cancelled
577,3854,2024-09-21,Pending
578,4865,2023-12-02,Shipped
579,4079,2025-07-16,Pending
580,4579,2025-03-11,Delivered
581,57,2023-11-23,Cancelled
582,4180,2024-01-07,Pending
583,2394,2024-12-20,Pending
584,4680,2024-11-11,Pending
585,956,2024-11-28,Delivered
586,4412,2024-11-13,Delivered
587,1853,2024-09-20,Cancelled
588,1897,2023-11-18,Pending
589,4621,2024-05-27,Pending
590,297,2025-07-10,Cancelled
591,1590,2024-12-26,Cancelled
592,155,2024-06-12,Delivered
593,3290,2025-06-12,Delivered
594,2500,2024-03-25,Delivered
595,1274,2024-05-30,Shipped
596,559,2024-06-28,Shipped
597,969,2025-04-24,Delivered
598,4897,2023-09-16,Pending
599,4484,2025-06-10,Cancelled
600,4134,2024-09-07,Pending
601,3252,2024-08-01,Pending
602,3238,2023-10-19,Pending
603,3724,2025-08-16,Delivered
604,225,2024-03-22,Pending
605,2271,2025-01-06,Delivered
606,837,2024-03-10,Shipped
607,599,2024-07-09,Pending
608,944,2024-09-11,Pending
609,4056,2025-05-03,Cancelled
610,2194,2024-09-11,Delivered
611,2875,2025-06-03,Delivered
612,4997,2025-07-08,Cancelled
613,3372,2025-04-01,Pending
614,342,2025-05-10,Pending
615,1683,2025-02-15,Cancelled
616,3545,2024-06-11,Shipped
617,2099,2025-04-20,Pending
618,3323,2024-03-01,Cancelled
619,1818,2024-12-27,Pending
620,3918,2025-01-14,Cancelled
621,2354,2024-09-02,Cancelled
622,795,2025-03-16,Delivered
623,4595,2024-09-30,Cancelled
624,2035,2024-09-13,Cancelled
625,4629,2025-08-20,Shipped
626,3738,2025-05-22,Shipped
627,490,2025-06-30,Cancelled
628,3349,2023-09-23,Cancelled
629,1593,2023-12-27,Delivered
630,1738,2024-09-18,Pending
631,4381,2025-05-09,Pending
632,1073,2023-11-23,Delivered
633,1189,2025-08-25,Delivered
634,3820,2024-01-12,Shipped
635,4986,2024-09-25,Shipped
636,4444,2024-10-01,Cancelled
637,2128,2024-11-27,Shipped
638,4715,2025-08-12,Delivered
639,4285,2025-03-19,Cancelled
640,1025,2025-06-27,Pending
641,1632,2024-12-02,Pending
642,958,2024-11-24,Shipped
643,3151,2025-03-29,Pending
644,1823,2023-10-31,Pending
645,772,2025-07-24,Pending
646,2069,2025-01-27,Pending
647,1087,2024-10-27,Cancelled
648,3190,2025-02-01,Delivered
649,1958,2024-04-11,Pending
650,194,2025-03-10,Pending
651,145,2023-09-30,Cancelled
652,2475,2023-09-16,Pending
653,4396,2025-01-26,Delivered
654,1188,2024-05-26,Cancelled
655,3364,2025-03-22,Cancelled
656,4553,2025-07-14,Shipped
657,2766,2023-12-08,Delivered
658,318,2024-01-28,Cancelled
659,2566,2023-11-26,Cancelled
660,4140,2025-04-21,Delivered
661,2398,2023-10-18,Pending
662,2028,2024-12-29,Pending
663,1971,2024-12-15,Delivered
664,1232,2024-06-09,Pending
665,2720,2024-04-04,Delivered
666,1426,2025-07-05,Cancelled
667,1865,2024-11-19,Delivered
668,4600,2023-11-14,Shipped
669,1059,2025-08-05,Delivered
670,2959,2025-04-08,Delivered
671,1229,2023-12-16,Pending
672,901,2025-02-07,Cancelled
673,1200,2024-09-28,Pending
674,56,2025-08-16,Delivered
675,2836,2023-10-08,Shipped
676,4079,2025-05-24,Cancelled
677,1994,2025-04-07,Delivered
678,4499,2025-07-14,Pending
679,905,2024-08-27,Pending
680,907,2023-12-12,Pending
681,3788,2024-10-30,Delivered
682,4585,2024-01-04,Delivered
683,792,2024-10-12,Delivered
684,4078,2025-02-08,Shipped
685,142,2025-02-13,Pending
686,1732,2024-06-21,Delivered
687,4707,2025-02-26,Pending
688,1181,2025-09-08,Pending
689,4263,2025-09-08,Pending
690,4642,2023-12-07,Cancelled
691,3385,2025-06-01,Cancelled
692,946,2025-09-04,Shipped
693,4731,2024-12-05,Delivered
694,3155,2024-05-28,Cancelled
695,2749,2024-05-11,Cancelled
696,270,2024-08-01,Cancelled
697,1670,2023-09-21,Pending
698,2802,2025-03-31,Shipped
699,4141,2025-06-11,Shipped
700,4723,2025-08-01,Delivered
701,4256,2025-08-04,Pending
702,475,2024-05-25,Delivered
703,1504,2023-12-09,Shipped
704,2386,2025-04-27,Delivered
705,4396,2025-04-11,Shipped
706,801,2025-01-17,Pending
707,2927,2025-06-02,Pending
708,2968,2025-05-08,Pending
709,3750,2023-11-24,Pending
710,441,2025-05-05,Shipped
711,1692,2024-06-01,Shipped
712,4212,2024-02-23,Pending
713,4306,2025-06-07,Pending
714,774,2024-06-14,Cancelled
715,3211,2024-09-26,Shipped
716,680,2024-08-25,Delivered
717,3910,2023-10-06,Shipped
718,1733,2024-11-07,Pending
719,2971,2024-12-29,Pending
720,3399,2023-12-21,Delivered
721,1805,2025-08-02,Pending
722,166,2024-11-17,Shipped
723,1293,2024-03-04,Cancelled
724,986,2023-09-18,Delivered
725,829,2024-08-30,Delivered
726,953,2025-04-02,Shipped
727,184,2023-12-07,Delivered
728,1939,2024-01-02,Pending
729,2228,2025-02-01,Pending
730,592,2024-06-09,Shipped
731,3415,2025-01-14,Delivered
732,4921,2024-05-14,Shipped
733,4347,2024-08-09,Delivered
734,3605,2025-01-26,Shipped
735,1835,2024-05-12,Cancelled
736,3441,2025-05-31,Shipped
737,4187,2025-04-30,Shipped
738,3445,2025-06-13,Cancelled
739,4648,2025-01-20,Delivered
740,2847,2024-06-17,Delivered
741,4580,2025-08-26,Shipped
742,1953,2024-04-12,Delivered
743,4671,2025-07-10,Cancelled
744,3260,2024-10-25,Pending
745,3500,2024-02-12,Pending
746,3002,2025-03-29,Cancelled
747,2089,2024-06-24,Shipped
748,424,2024-04-10,Pending
749,4678,2025-02-07,Shipped
750,4155,2024-09-09,Pending
751,4291,2023-11-23,Delivered
752,920,2023-11-11,Shipped
753,3620,2024-01-08,Shipped
754,3702,2023-12-01,Pending
755,541,2024-05-28,Pending
756,669,2025-02-10,Delivered
757,2004,2025-06-08,Pending
758,538,2025-06-04,Cancelled
759,3276,2024-07-12,Pending
760,2896,2024-09-19,Delivered
761,3941,2025-04-09,Pending
762,3061,2023-11-12,Delivered
763,537,2024-11-18,Shipped
764,675,2024-07-09,Delivered
765,3182,2024-10-24,Shipped
766,3908,2024-10-23,Cancelled
767,1403,2024-05-03,Delivered
768,3461,2025-04-22,Shipped
769,3560,2024-07-27,Shipped
770,3714,2023-12-06,Cancelled
771,1083,2024-06-09,Pending
772,1095,2024-04-18,Delivered
773,4117,2025-09-03,Pending
774,4095,2025-07-01,Cancelled
775,3228,2024-07-30,Shipped
776,4659,2025-02-02,Pending
777,3918,2024-05-01,Pending
778,4231,2024-12-09,Shipped
779,4953,2024-10-07,Pending
780,1422,2024-11-28,Cancelled
781,905,2025-05-16,Cancelled
782,2889,2025-07-27,Delivered
783,123,2024-07-15,Shipped
784,3193,2024-11-19,Delivered
785,3733,2025-04-06,Cancelled
786,3521,2025-08-22,Cancelled
787,186,2025-07-08,Cancelled
788,2,2025-02-18,Shipped
789,2278,2025-09-09,Shipped
790,4982,2025-03-10,Cancelled
791,17,2024-02-18,Delivered
792,2228,2025-03-03,Delivered
793,502,2025-02-25,Pending
794,3082,2025-03-31,Pending
795,4641,2024-06-01,Delivered
796,1554,2024-05-09,Delivered
797,18,2024-02-29,Cancelled
798,1220,2025-03-31,Pending
799,1749,2023-10-01,Pending
800,1341,2025-01-27,Pending
801,4333,2024-05-06,Pending
802,863,2024-09-18,Shipped
803,2438,2024-07-08,Pending
804,727,2025-04-01,Shipped
805,3293,2023-11-08,Shipped
806,2085,2024-07-30,Delivered
807,2382,2025-08-10,Cancelled
808,2578,2024-06-03,Cancelled
809,756,2024-12-11,Pending
810,519,2024-09-16,Delivered
811,2446,2024-10-12,Shipped
812,171,2025-03-05,Delivered
813,4506,2024-01-23,Shipped
814,3420,2024-12-22,Delivered
815,2691,2024-05-13,Pending
816,3373,2025-05-20,Shipped
817,4231,2024-03-10,Delivered
818,2851,2024-03-26,Cancelled
819,1261,2024-07-14,Delivered
820,4792,2024-02-25,Pending
821,3335,2023-09-23,Cancelled
822,376,2025-08-21,Delivered
823,2429,2024-02-11,Shipped
824,3014,2024-04-06,Pending
825,2468,2024-05-10,Delivered
826,1299,2025-04-06,Pending
827,3861,2024-08-01,Pending
828,1983,2024-04-04,Shipped
829,4043,2024-06-11,Delivered
830,4596,2024-04-08,Delivered
831,2769,2024-12-27,Shipped
832,3234,2024-01-08,Cancelled
